종목명,제목_전처리,sentiment_binary
LG에너지솔루션,최고점에서 나온 뻥카,1
LG에너지솔루션,잡주중 등,-1
LG에너지솔루션,돈이 뭐길래,-1
LG에너지솔루션,만원 오면 매수,1
LG에너지솔루션,쑤레기 주식,-1
LG에너지솔루션,못넘습니다오늘,1
LG에너지솔루션,긴급속보 줄상한가 호재,1
LG에너지솔루션,어차피 보합친다,-1
LG에너지솔루션,머리,-1
LG에너지솔루션,엔솔이여 힘좀 내보자,1
LG에너지솔루션,속썩이네 진짜 오늘,1
LG에너지솔루션,상폐해라,-1
LG에너지솔루션,너무,-1
LG에너지솔루션,코스피말아올려도 더빠진다,1
LG에너지솔루션,목표주가 올리고 쳐파네,1
삼성바이오로직스,삼바 주 가지고 있던 사람인데,1
삼성바이오로직스,호가,-1
삼성바이오로직스,에피스 하한가 확실,1
삼성바이오로직스,종가 훅 빠질듯,-1
삼성바이오로직스,이하,-1
삼성바이오로직스,이거,-1
삼성바이오로직스,삼바기술력부족 차세대신약CMO계약해지,1
삼성바이오로직스,역대 최대 라더니 증권가도 낚인 삼바,1
삼성바이오로직스,오늘너무대박인데,1
삼성바이오로직스,이거 사느니 엘엔케이바이오 산다,1
삼성바이오로직스,만원 이하 올 때까지,1
삼성바이오로직스,시초가는 맞췄는데 종가 만원 예상했,1
삼성바이오로직스,대박,-1
삼성바이오로직스,삼바 론자임 침팬지야,1
삼성바이오로직스,하는짓거리가 용이나 몀이나,1
삼성바이오로직스,론자매출 삼바 론자보다 시총높아,1
삼성바이오로직스,이기사뭐냐,-1
삼성바이오로직스,주가 에피 삼바,-1
삼성바이오로직스,수익까먹지말고 나와요,1
삼성바이오로직스,종이 장사 잘하네,-1
삼성바이오로직스,얜 왜 안 내려감,1
삼성바이오로직스,이러다,-1
삼성바이오로직스,인적분할,-1
삼성바이오로직스,인적분할 했는데,1
삼성바이오로직스,야 기사떴다,-1
삼성바이오로직스,ADC도 못하는데 조 론자보다 비,1
삼성바이오로직스,새로운 리서치가 있어요,1
삼성바이오로직스,CMO글로벌 대악재터져 삼바급락 나,1
삼성바이오로직스,분할전에 조 현조 조,1
삼성바이오로직스,재상장주는의미,-1
삼성바이오로직스,내일은 nxt 개장하는건가요,1
삼성바이오로직스,에피스 껍데기는 팔고,1
삼성바이오로직스,삼바 방향성 나온 레포트 공유드립니다,1
삼성바이오로직스,전량매도,-1
삼성바이오로직스,대성산업 강남고속터미날 안 주유소 부지,1
삼성바이오로직스,에 억 박았다,-1
삼성바이오로직스,삼바와 삼에 인적분할 정리,1
삼성바이오로직스,의약품관세 무대책 삼바대악재 터졌다,1
삼성바이오로직스,시총이 조,-1
삼성바이오로직스,무너지는데 모해요,1
삼성바이오로직스,단주 청산금액,-1
삼성바이오로직스,아직수익중 목표가 얼마정하지,1
삼성바이오로직스,참여연대와 민주당에 글 남길께요,1
삼성바이오로직스,궁금합니다,-1
삼성바이오로직스,삼바 주,-1
삼성바이오로직스,삼바는 분할한다더니,1
삼성바이오로직스,바이오인데 영업이익이 뭔 조 추정이노,1
삼성바이오로직스,삼바 주 가졌는데 오늘 뭐 휴지된건가요,1
삼성바이오로직스,삼성 이재용 당장 유상증자 해라,1
삼성바이오로직스,원래 가격이 얼마였나요,1
삼성바이오로직스,대공황 쓰나미급 악재터진 삼바 주가조,1
삼성바이오로직스,삼바 기존 주 주주는,1
삼성바이오로직스,거품주 팔아서,-1
삼성바이오로직스,똥견 피스,-1
삼성바이오로직스,삼바가격은 왜이렇고 에피스는 뭐에요,1
삼성바이오로직스,찬티 승,-1
삼성바이오로직스,긴급 오후장 급락자리임,1
삼성바이오로직스,신한,-1
삼성바이오로직스,삼바 에피스 주씩 받았는데,1
삼성바이오로직스,만원에 매도할 것을 기다리리다 다,1
삼성바이오로직스,분할전 보다 못 하네요,1
삼성바이오로직스,삼바 주가조작 개미 피해확산 우려된,1
삼성바이오로직스,튀어라,-1
삼성바이오로직스,Peace가 보기엔 오후장,1
삼성바이오로직스,찬티들 기어나오니,1
삼성바이오로직스,질문요 왜 만원에서 갑자기 만,1
삼성바이오로직스,삼성바이오로직스 나왔습니다,1
삼성바이오로직스,삼바 CMO사업 대폭탄터져 주가 대,1
삼성바이오로직스,내주식 어디갔어,1
삼성바이오로직스,소문난 잔치에 먹을게없슴,1
삼성바이오로직스,장마감은 음봉일수 밖에 없다,1
삼성바이오로직스,주주님들 셀트삼바매출이익곧압도한다,1
삼성바이오로직스,셀트 삼바 이익역전온다 그런데 시총,1
삼성바이오로직스,토끼용궁에 갔다왔어여,1
삼성바이오로직스,삼바 심각한 주가조작 개미폭탄 주,1
삼성바이오로직스,분봉을 보면 종가는 넘는다,1
삼성바이오로직스,기분이 좋습니다,-1
삼성바이오로직스,만원 이하로 추락 예상,1
삼성바이오로직스,삼바 네이버 홧띵,1
삼성바이오로직스,삼바 거래정지전 매수후 프로,1
삼성바이오로직스,사모아야할 제약바이오주 인방,1
삼성바이오로직스,찍는거 보고 회의 갔다 나왔더니,1
삼성바이오로직스,삼바주가조작중 속으면 골로간다,1
삼성바이오로직스,저는 주 있었는데 어디갔지 돈이 언,1
삼성바이오로직스,반등해서 좋네,-1
삼성바이오로직스,고져 돈 많은곳에서,1
삼성바이오로직스,첫날부터 주가조작하내,1
삼성바이오로직스,주당 만원 먹어버리긔,1
삼성바이오로직스,음전일땐 가만 있다가 양전하니 또 슬슬,1
삼성바이오로직스,개 합쳐 시총 현재 조,1
삼성바이오로직스,에피스 떨어냈드니,1
삼성바이오로직스,꼬숩네 가는겨,1
삼성바이오로직스,제약 대장이라했제,1
삼성바이오로직스,한화에어로가 보여줬잖아 인기종목의 인적분,1
삼성바이오로직스,이네 오늘,-1
삼성바이오로직스,양전 목표가제시,1
삼성바이오로직스,삼바 CMO하청 대악져 터져,1
삼성바이오로직스,비록 주지만,-1
삼성바이오로직스,파스야,-1
삼성바이오로직스,상승한댜,-1
삼성바이오로직스,배정수,-1
삼성바이오로직스,주 먹으면 오늘 대박주된다,1
삼성바이오로직스,삼바 주가가 내려갈 이유 도 없다,1
삼성바이오로직스,삼바에서,-1
삼성바이오로직스,장난심하네,-1
삼성바이오로직스,셀트리온 자금 삼바로 몰려오는듯,1
삼성바이오로직스,양전하겟다,-1
삼성바이오로직스,이거 으트게 된겨,1
삼성바이오로직스,삼바 팔아서 하닉 삿어야는데,1
삼성바이오로직스,딱 보아하니 유비에스 꼬라지 봐라 양전이,1
삼성바이오로직스,단주값 벌려고 애쓴다,1
삼성바이오로직스,단점 시장이 안좋음 장점 트럼프 약품,1
삼성바이오로직스,종가는,-1
삼성바이오로직스,주 주 주주 보세요 흥분x,1
삼성바이오로직스,에잉,-1
삼성바이오로직스,삼바 주가조작중 개미 걸려들면 작살,1
삼성바이오로직스,오늘아침에 털린사람 손,1
삼성바이오로직스,장초반에 좋은 가격에 아주 잘샀다,1
삼성바이오로직스,오늘 종가,-1
삼성바이오로직스,와 이게 말이되나요,1
삼성바이오로직스,주가 사기극벌이는 삼바주가조작세력들,1
삼성바이오로직스,힘이 좋구먼,-1
삼성바이오로직스,주 만원,-1
삼성바이오로직스,주 주 가진 주주들 보세요,1
삼성바이오로직스,공매세력은 우리보다 정보력 빠르다,1
삼성바이오로직스,힘좋네 가즈아,-1
삼성바이오로직스,좀 빠진다고 던진 흑우없제,1
삼성바이오로직스,삼바 만쉐,-1
삼성바이오로직스,만원에 샀는데 왜 평균단가 이러게,1
삼성바이오로직스,소수점 매도가 안되네,1
삼성바이오로직스,삼바좀 오르면 좀 팔고 에스피좀 더 담자,1
삼성바이오로직스,삼숑이 바부냐,1
삼성바이오로직스,삼바 CMO 악재터져 주가 대폭락온,1
삼성바이오로직스,물량 소화중이라니까,1
삼성바이오로직스,인적분활 하여간 삼슝사기꾼,1
삼성바이오로직스,언제오니,-1
삼성바이오로직스,삼바를 왜파니,-1
삼성바이오로직스,아니 이거 왜 손실이야 플러스였는디,1
삼성바이오로직스,동반 급락 어떻게 해석해야 할까,1
삼성바이오로직스,에 입성,-1
삼성바이오로직스,대체 무슨 일인지 모르겠네요,1
삼성바이오로직스,주 가지고 있었는데 키움증권 전화,1
삼성바이오로직스,거래단가설명좀,1
삼성바이오로직스,분할로 가격이 비싸보이는 착시현상,1
삼성바이오로직스,어이가 없네,-1
삼성바이오로직스,삼바 배당제로,-1
삼성바이오로직스,너라도,-1
삼성바이오로직스,낼 삼전 하닉 음봉이고 삼바는 상향,1
삼성바이오로직스,다시 재상장 되어 폭낙,1
삼성바이오로직스,와 백만원짜리가 만원이나 올랐네,1
삼성바이오로직스,목표가 만원,-1
삼성바이오로직스,주 들고있다 사라지신분들 필독,1
삼성바이오로직스,삼바 위탁생산 삼에 신약개발,1
삼성바이오로직스,얘는 넘 무겁다 에피스로 가좌,1
삼성바이오로직스,결국 정도 끝나야 정상아닌가,1
삼성바이오로직스,종가보합이다 가즈아,1
삼성바이오로직스,사사사사사사사사사사,-1
삼성바이오로직스,삼바 CMO대악재 터져 주가대폭락 온,1
삼성바이오로직스,에피스 왜 안들어와있는거죠,1
삼성바이오로직스,종가로 현금지급이다,1
삼성바이오로직스,코스피지수 이상 깍아먹는 암적인 존,1
삼성바이오로직스,보통 연구개발이 더 시총이 높아야하는데,1
삼성바이오로직스,분할,-1
삼성바이오로직스,회사분할에도 이익정보 분할전으로 내,1
삼성바이오로직스,재용이 놈도 똑같구만,1
삼성바이오로직스,수익권이었는데 마이너스 되어 물탐,1
삼성바이오로직스,다들 어디서 뭐보고 하는거에요,1
삼성바이오로직스,오늘 시총에 대해 개인적인 생각,1
삼성바이오로직스,분할하고 합산 시총이 몇조 증가한거,1
삼성바이오로직스,이상하네,-1
삼성바이오로직스,로직스 에피스,-1
삼성바이오로직스,삼바 시총 왜 높은지 설명좀,1
삼성바이오로직스,내 계좌가 말해준다,1
삼성바이오로직스,삼바주가 대사기극에 개미 속으면 주,1
삼성바이오로직스,빨간불 오긴오냐,1
삼성바이오로직스,오늘 vi가는거 아니였냐,1
삼성바이오로직스,주 있었는데,-1
삼성바이오로직스,너희 삼바 민폐좀 그만 줘라,1
삼성바이오로직스,온다,-1
삼성바이오로직스,내가 지금 이해가 안 가는게,1
삼성바이오로직스,바겐세일이네,-1
삼성바이오로직스,아니 이거 왜이런지 답변 좀,1
삼성바이오로직스,가즈아바닥찍엌다 신용 퍼정리,1
삼성바이오로직스,JP모건 목표가 만원 응응,1
삼성바이오로직스,삼성에스피로 이동중,1
삼성바이오로직스,이래서 국장은 탈출이 지능순이여,1
현대차,이것은 정말 잘못된 것 같습니다,1
현대차,또 오르겠죠,-1
현대차,동시호가 보믄,-1
현대차,년동안 배당만 받은것만으로도,1
현대차,현대차 특징,-1
현대차,걍 상폐 시켜라,-1
현대차,외넘이 노골적으로 찍어누우고있다,1
현대차,매수금지,-1
현대차,그러고도 세계위 기업이냐,1
현대차,오래된 종목의,-1
현대차,현대차 는 반드시 국민주식 만들자,1
현대차,만원,-1
현대차,이거 상장폐지 되나요,1
현대차,낼도 떨어지려나,-1
현대차,여러분의 선택은,-1
현대차,작년 연속 하락후 처음있는 연속 하락,1
현대차,하여간 토 일요일에는 축제분위기 어떤X는,1
현대차,애플 엔비디아,-1
현대차,포기한주식,-1
현대차,낼은 프리장에 천정도 주면 꼭 팔아라,1
현대차,발행 주식수가 억백만주,1
현대차,으선아 상폐좀해라,1
현대차,또 깨지겠네,-1
현대차,게c 박,-1
현대차,아잇시 종가 틀리겠네,1
현대차,아 하,-1
현대차,여긴 개미들이 드글드글하네,1
현대차,외국인 프로그램은 계속 매도하고,1
현대차,다시한번 말하지만은 트럼프 패소 소식만 기다립,1
현대차,일연속 음봉이 말이되나 공매좀 죽여라 제발,1
현대차,당연하지,-1
현대차,현대차 관세 프로 적용받고 있나요,1
현대차,tong 하얀마음흑우 행복한투자자 주포,1
현대차,회사만 그랜져하지,1
현대차,남탓은 절대로 하면 안된다,1
현대차,으서나 연속 음봉은 피해야지 막판,1
현대차,층 아래서 분할 매수하다가,1
현대차,나라망했나요,-1
현대차,광고성 기사,-1
현대차,올릴게있어야 반등을시키지,1
현대차,현대차는 주주들을 위해서 제발 좀 제네시스 분,1
현대차,다음은 만이다 못믿겠지,1
현대차,만원에 사면 된다니까 뭐하냐,1
현대차,그냥 원까지 일 음봉가라,1
현대차,업종종합지수와 현대차 조정,1
현대차,만원 언제 와 행님들,1
현대차,현대차증권 창구 자사주 매입하는건가요,1
현대차,일 음봉,-1
현대차,요즘 분위기 왜 이럼,-1
현대차,sk피크아웃닉스 음전했다고,1
현대차,걸래차,-1
현대차,개잡쥬를왜랔 샄,-1
현대차,후회스럽다 잡주야 만에 못팔은거,1
현대차,포니정이 그러는데 낼 올린덴다,1
현대차,배당일 일이면,-1
현대차,하이닉스 음전할거같으니까 바로 음전해버리는 s,1
현대차,올해는 글렀다,1
현대차,현대차는 로봇회사가 아니야 현대차 그룹에 로,1
현대차,현대차 고환율 러우종결 수혜주인데,1
현대차,현대차 테슬라 자율주행 시작했는데 큰일났네요,1
현대차,스텔라정이 그러는데,1
현대차,환율 오르는데 주식이 왜 떨어지지,1
현대차,환율 방어주 아니었니,1
현대차,공견 몇마리 허매도 밑장빼기 무한자전,1
현대차,현대차 나락가게 생겼네요 테슬라,1
현대차,현대차가 변하지 않는 가치인 이유,1
현대차,단타 매수금지,-1
현대차,남의 뒤나 캐고 실실 쪼개면 좋은가요,1
현대차,요즘,-1
현대차,환율 폭등,-1
현대차,트럼프 패소 초읽기 들어 갔습니다,1
현대차,피크아웃,-1
현대차,이것 때문에 그러고 사는 겁니까 너,1
현대차,엔진 터져버렸냐,-1
현대차,사실에 대한 근거를 원하니 적어줌,1
현대차,tong 하얀마음흑우 행복한투자자,1
현대차,이젠 인정,-1
현대차,칼국수값이 오르는이유 칼국수도 점점,1
현대차,주가누르기란건 현대차에 존재하지 않아,1
현대차,주가누르기 방지법,1
현대차,이번주 재명이 들어오면,1
현대차,아니 c 퍽 소련 즌쟁 끝나는대,1
현대차,종가 원 이라니까,-1
현대차,대단소 배당락날에는,1
현대차,역시 차트는 정확하네요,1
현대차,제발,-1
현대차,헉 원이나 올랐어,1
현대차,배당 받을려면 매수기회 일 남았죠,1
현대차,주가흐름,-1
현대차,이개쟙주살시간에,-1
현대차,만대 리콜 이것도 주가에 반영할 시간이,1
현대차,못오르게 제사 지내는 종목,1
현대차,또 시작됐네,-1
현대차,이번 분기 말고 올해 추가 배당 있나요,1
현대차,드디어 층을 보네요,1
현대차,계열사 관리바람 feat 성우하이텍,1
